,Unnamed: 0,Questions,id,query
11886,11886,Give me all the patients who got HPV (GARDASIL 9) vaccine and PNEUMO (PREVNAR) vaccine. ,44411886,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HPV"
11934,11934, List all the patients who got ZOSTER (NO BRAND NAME) vaccine and DTAP + HEPB + IPV (PEDIARIX) vaccine. ,44411934,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'ZOSTER"
10289,10289, How many vaccine recipients got HEPAB? which FLUA3 is the most popular for people?,36210289,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_TYPE',""value_1"":'HEPAB'},"
5987,5987, List all the patients who are dignosed of car accident. ,27305987,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'car"
8425,8425, Find all records who got MEASLES shot before. ,31208425,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.PRIOR_VAX',""value_1"":'MEASLES'"
11303,11303, Find all cases where people vaccinated in LL and UN. ,42411303,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_SITE',""AUTO"",'LL'},"
2587,2587, How many patients passed away on 11/10/2021. ,10102587,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.DATEDIED',""value_1"":'11/10/2021'"
387,387, Find the day 03/31/2022 when the most people choose to submit records.,1100387,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'03/31/2022'"
11179,11179, How many people got vaccine in UN?,41211179,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_SITE',""value_1"":'UN'"
11898,11898,Give me all the patients who got DTAP + IPV + HIB (PENTACEL) vaccine and MENINGOCOCCAL B (TRUMENBA) vaccine. ,44411898,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'DTAP"
988,988, Return all 0.33 years old vaccine recipients. ,3200988,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.AGE_YRS',""value_1"":0.33"
3856,3856, Give me all the patients whose adverse event symptoms start from 01/21/2022. ,21103856,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'01/21/2022'"
10391,10391, How many vaccine recipients got FLUA3? which DTAP is the most popular for people?,36210391,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_TYPE',""value_1"":'FLUA3'},"
7425,7425, Show me all the patients who has an allergic to red apples. ,29307425,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'red"
10145,10145, How many people has got FLUX? ,36210145,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_TYPE',""value_1"":'FLUX'"
4917,4917, Provide all records that receive aptt test. ,23304917,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'aptt'"
4855,4855,Give me all the patients who took test of high temperatures up to 112. ,23304855,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'high"
10857,10857, List all the records where they took their shot in 934906. ,38110857,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'VAX.VAX_LOT',""value_1"":'934906'"
5036,5036, Find the number of cases that the vaccine recipients had glucose levels test. ,23305036,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'glucose"
4120,4120, What is the number of cases where onset date of adverse event symptom is 06/21/2021. ,21104120,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'06/21/2021'"
3069,3069, How many patients were hospitalized for 23.0 days.,14203069,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.HOSPDAYS',""value_1"":23.0"
12826,12826, Is there any person have Enlarged uvula after vaccine? ,45312826,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Enlarged"
3340,3340, Give me all the patients who got vaccines on 09/28/2021. ,20103340,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'09/28/2021'"
12714,12714, List all records that had Haemorrhagic infarction associated with the vaccination. ,45312714,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Haemorrhagic"
4590,4590, What is the number of cases where the interval from the vaccination date to the onset date is 447.0 days? ,22204590,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.NUMDAYS',""value_1"":447.0"
12730,12730, List all records that had Vulval haemorrhage associated with the vaccination. ,45312730,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Vulval"
8051,8051, List all the records who was vaccinated on 07/20/21. ,30108051,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.PRIOR_VAX',""value_1"":'07/20/21'"
12281,12281, which HEP B (RECOMBIVAX HB) vaccine is the most popular for people ,44412281,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'HEP"
11360,11360, Provide all records that took vaccination in LG and LA. ,42411360,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_SITE',""AUTO"",'LG'},"
9145,9145, Search for any cases where the vaccine recipient got vaccine manufactured by USPFIZER INC2021496450. ,33109145,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
9201,9201, Search for any cases where the vaccine recipient got vaccine manufactured by USPFIZER INC202200545353. ,33109201,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
273,273, List all the record received on 02/08/2022. ,1100273,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.RECVDATE',""value_1"":'02/08/2022'"
538,538, Give me all the patients who comes from VI. ,2200538,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.STATE',""value_1"":'VI'"
1349,1349, Return all records whose cage year is 48.0.,4201349,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.CAGE_YR',""value_1"":48.0"
11770,11770,Give me all the patients who got TYPHOID VI POLYSACCHARIDE (NO BRAND NAME) vaccine and DTAP + IPV + HIB (PENTACEL) vaccine. ,44411770,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_NAME',""AUTO"",'TYPHOID"
3859,3859, Give me all the patients whose adverse event symptoms start from 07/01/2020. ,21103859,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'07/01/2020'"
2853,2853,Give me all the patients who were hospitalized for 10.0 days. ,14202853,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.HOSPDAYS',""value_1"":10.0"
9843,9843, How many people recorded on 02/08/2022. ,35109843,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'02/08/2022'"
4828,4828,Give me all the patients who took test of physical. ,23304828,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'physical'"
12937,12937, which  Plantar fasciitis is the most common after vaccine?,45312937,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Plantar"
7718,7718, What is the number of vaccine recipients that had an allergic to hydromorphone hcl?Which is The most common talc for patients?,29307718,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.ALLERGIES',""params"":'hydromorphone"
4014,4014, Find all the records where the adverse event started on 12/31/2020. ,21104014,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.ONSET_DATE',""value_1"":'12/31/2020'"
10078,10078," On 12/16/2021, how many people have been recorded?",35110078,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.TODAYS_DATE',""value_1"":'12/16/2021'"
4972,4972, Provide all records that receive bacteriology sars cov antigen test. ,23304972,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.LAB_DATA',""params"":'bacteriology"
6798,6798, Search all the patients who are dignosed of palpitations. ,28306798,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'palpitations'"
7026,7026, How many patients are dignosed of clinical depression? ,28307026,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.HISTORY',""params"":'clinical"
11296,11296, Find all cases where people vaccinated in LG and AR. ,42411296,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'VAX.VAX_SITE',""AUTO"",'LG'},"
1890,1890, Provide all the patients who have Rhesus antigen negative. ,8401890,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",'Rhesus"
3629,3629, How many patitents who got vaccines on 12/14/2021?,20103629,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.VAX_DATE',""value_1"":'12/14/2021'"
5912,5912,Give me all the patients who have right kidney cyst. ,27305912,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.CUR_ILL',""params"":'right"
12838,12838, Is there any person have Impulse-control disorder after vaccine? ,45312838,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'SYMPTOMS',""params"":'Impulse-control"
9044,9044,Give me all the patients who got vaccine manufactured by USPFIZER INC202101630906. ,33109044,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.SPLTTYPE',""value_1"":'USPFIZER"
2535,2535, Find all vaccine recipients who died on 04/20/2022.  ,10102535,"POST_scripts/1{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""term"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.DATEDIED',""value_1"":'04/20/2022'"
5767,5767, Is there any patients who was taking atorvastatin?,26305767,"POST_scripts/3{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":{""query"":""{{value_1}}"",""fuzziness"":""AUTO"",""operator"":""AND"",'DATA.OTHER_MEDS',""params"":'atorvastatin'"
1802,1802, Give me all the patients who have Renal replacement therapy after the vaccination. ,8401802,"POST_scripts/4{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""query_string"":{""query"":""{{value_1}}"",""default_field"":""{{field_1}}"",'SYMPTOMS',""AUTO"",'Renal"
2829,2829,Give me all the patients who were hospitalized for 8.0 days. ,14202829,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.HOSPDAYS',""value_1"":8.0"
2826,2826,Give me all the patients who were hospitalized for 14.0 days. ,14202826,"POST_scripts/2{""script"":{""lang"":""mustache"",""source"":{""track_total_hits"":""true"",""query"":{""match"":{""{{field_1}}"":""{{value_1}}""}}},""params"":{""field_1"":'DATA.HOSPDAYS',""value_1"":14.0"
